"id","categoria","descrizione","trigger","P","I","score","color","status","owner","response","mitigation","residual_P","residual_I","residual_score","phase","confidence","last_review","ewi","falsifying_observation","top10_flag"
"RSK-REG-022","Regolatorio","ATEX (Reg.UE 2014/34) batterie LiS storage - hangar classificato zona 1","ASL/VVF ispezione hangar Pentema classifica zona ATEX senza protezioni adeguate","3","3","9","YELLOW","Open-Medium","propulsion-engineer + safety + ops","Mitigate","Hangar dedicato con ventilazione anti-esplosione (LEL detection + emergency vent); procedure ATEX; formazione operatori; assicurazione adeguata","2","2","4","Y1+","medium","2026-05-17","Ispezioni ASL/VVF programma + thermal events battery settore","","N"
"RSK-REG-029","Regolatorio","Direttiva Macchine Reg.UE 2023/1230 - ground equipment GS+carrelli CE marking obbligatorio","Phase B 6B ground equipment custom non CE-marked","3","3","9","YELLOW","Monitor","systems-engineer","Mitigate","Design CE-compliant fin da concept; collaborazione con ente notificato; risk assessment + DoC","2","2","4","Y3+","medium","2026-05-17","Ground equipment design review + NB engagement","","N"
"RSK-REP-004","Reputazionale","Greenwashing accusation - claim ESG/lino contestato come marketing non sostanziale","Articolo investigativo o NGO accusa greenwashing","3","3","9","YELLOW","Open-Medium","CEO + comms + sustainability","Mitigate","LCA (Life Cycle Assessment) entro M+12; claim ESG verificabili + report sostenibilita; certification (B-Corp aspirazionale)","2","2","4","Y1+","medium","2026-05-17","Media monitoring ESG/sustainability + NGO communications","","N"
"RSK-SEC-004","Cybersecurity","Supply chain attack - componente HW/SW compromesso fornitore","CVE critico componente in BoM o vendor compromise public","3","3","9","YELLOW","Monitor","CISO + supply-chain","Mitigate","SBOM (Software Bill of Materials) maintained; vendor security assessment; firmware signing; CVE monitoring continuous","2","3","6","Y1+","medium","2026-05-17","CVE feeds + vendor advisory notifications","","N"
"RSK-SUP-001","Supply Chain","Lead time JOUAV (vendor CN) - escalation tariffaria USA-CN blocca import","USA/UE pubblicano restrizioni componenti CN aerospace","3","3","9","YELLOW","Open-High","vtol-uas-specialist + supply-chain","Mitigate","Plan B Tekever (PT) pronto entro M+9; stock spare parts 12 mesi; valutazione Quantum (DE) terzo backup","2","3","6","Y1+","high","2026-05-17","USA BIS notices + UE FDI screening + tariffe announcements","Se sanzioni bloccano JOUAV entro M+6, attivazione Plan B Tekever; CapEx 6A +100-200k EUR + delay 3-6 mesi","Y"
"RSK-TEC-004","Tecnico","Integrazione payload modulare 6A - incompatibilita elettrica/SW vs ICD payload bay JOUAV CW-30E","Test bench pre-deploy M+7 rivela mismatch power budget o data bus payload-FCS","3","3","9","YELLOW","Open-High","systems-engineer","Mitigate","ICD rigoroso e validato pre-quotation; test bed integrazione hardware-in-the-loop entro M+6; vendor compatibility matrix","2","3","6","Y1 (M+6 → M+9)","medium","2026-05-17","Esiti test bench HIL trimestrale + vendor response time tickets ICD","","Y"
"RSK-TEC-010","Tecnico","GNSS spoofing/jamming Liguria - prossimita conflict zones Mar Mediterraneo","Incidenti GPS reportati Mar Ligure o esercitazioni NATO area","3","3","9","YELLOW","Open-High","avionics-gnc-engineer","Mitigate","Multi-constellation (GPS+Galileo+GLONASS+BeiDou) + RAIM + IMU dead-reckoning + opzione Galileo PRS Phase B","2","3","6","Y1+","medium","2026-05-17","Report EASA GPS interference + UK CAA bulletin spoofing","","N"
"RSK-TEC-014","Tecnico","Single Event Upset (SEU) avionica stratosferica - aumentato flusso particelle 20 km","FCS reboot rate > 1/100h in flight test stratosferico","3","3","9","YELLOW","Open-Medium","avionics-gnc-engineer","Mitigate","FPGA rad-tolerant (Microchip RTPolarFire o Xilinx Versal AI Edge) + 2oo3 voting + watchdog timer + memory ECC","2","2","4","Y3-Y5","medium","2026-05-17","Flight test stratosferico subscale + heritage SEU dataset Zephyr","","N"
"RSK-FIN-010","Finanziario","ROI insurance premium + safety provision - +50-150k EUR/anno OpEx ricorrente","Premio assicurativo BVLOS + cyber > 100k EUR/anno","4","2","8","YELLOW","Open-High","financial-cfo + risk","Accept+Transfer","Tender broker + adeguamento periodico; captive insurance scenario Y3+","3","2","6","Y1+","high","2026-05-17","Premio quote annuale + claims tracking","","N"
"RSK-GEO-002","Geopolitico","[RESERVED] Classificazione strategica nazionale + obblighi governance","[RESERVED]","2","4","8","YELLOW","Monitor","sovereign-strategist + legal + CEO","Mitigate","[RESERVED] Engagement preventivo istituzioni; ownership stabile IT; notifica preventiva; compliance NIS2","2","3","6","Y3+","medium","2026-05-17","[RESERVED]","","N"
"RSK-HR-003","Risorse Umane","Turnover senior team - exit founder member o key engineer","Member team key fa exit non programmato","2","4","8","YELLOW","Open-High","CEO + HR","Mitigate","Founder agreement con vesting + restrictive covenants; equity incentive plan team; succession planning","1","3","3","Y1+","medium","2026-05-17","Engagement surveys + 1-on-1 reviews + market salary benchmarks","","N"
"RSK-OPS-007","Operativo","Meteo estremo - alluvioni Liguria > 100mm/24h blocca operazioni","Frequenza eventi estremi 2026 > 2 vs media","4","2","8","YELLOW","Open-High","ops + business-model","Accept+Mitigate","Buffer giorni operativi piano; UAV ricovero indoor; servizi differiti accettati cliente PA","3","2","6","Y1+","high","2026-05-17","Meteo storico Liguria + ARPAL allerte","","N"
"RSK-PRV-003","Privacy/Legale","GDPR breach data subject - leak dati EO + biometrici","Cyber incident con esfiltrazione dati sensibili","2","4","8","YELLOW","Open-High","DPO + CISO","Mitigate+Transfer","ISMS Part-IS + ISO 27001; crittografia at-rest + in-transit; incident response plan; assicurazione cyber","1","3","3","Y1+","medium-high","2026-05-17","Security incidents tracking + threat intel feeds","","N"
"RSK-PRV-005","Privacy/Legale","Liability contrattuale PA - SLA non rispettato in emergenza (PC, antincendio)","Servizio non disponibile durante emergenza con conseguenze","2","4","8","YELLOW","Open-High","legal + ops","Mitigate+Transfer","SLA realistici con buffer; assicurazione professional indemnity; ridondanza operativa; clausole force majeure","1","3","3","Y1+","medium","2026-05-17","SLA actuals tracking + dispute history","","N"
"RSK-PRV-007","Privacy/Legale","IP infringement - patent claim su tecnologia HALE solare o NTN","Cease & desist letter da competitor (AALTO, Skydweller)","2","4","8","YELLOW","Monitor","legal + IP counsel","Mitigate","Freedom-to-Operate analysis pre-Phase B; patent portfolio Firmamento; differenziazione design vs competitor","1","3","3","Y3+","medium","2026-05-17","Patent landscape monitoring + competitor IP filings","","N"
"RSK-REG-005","Regolatorio","GDPR enforcement DPIA - DPA ricorre vs operazioni EO sorveglianza territoriale","Garante apre procedimento o richiede stop attivita","2","4","8","YELLOW","Open-High","data-privacy-counsel + DPO","Mitigate","DPIA pubblica + edge anonymization + consultazione preventiva Garante + geofence + retention policy stringente","1","3","3","Y1+","medium-high","2026-05-17","Comunicati Garante + provvedimenti UAS/EO settore","","N"
"RSK-REG-010","Regolatorio","ITAR/EAR US restrictions - componenti US-origin (chip Honeywell/Collins, celle Spectrolab)","US BIS pubblica restrictions su componenti HAPS-related EU","2","4","8","YELLOW","Open-High","supply-chain + sovereign-strategist","Mitigate","Mapping componenti US-origin + EU sovereign alternatives roadmap (Azur Space, ACC, STM) + stock buffer 12 mesi","2","3","6","Y2+","medium","2026-05-17","BIS Entity List update + ITAR notice settore aerospace","","N"
"RSK-SEC-001","Cybersecurity","Cyber attack ground segment - data breach Pentema (NIS2 incident reportable)","Intrusion detected su GS Pentema o cloud Aruba/OVH","2","4","8","YELLOW","Open-High","CISO (new) + IT","Mitigate","Zero-trust architecture; segregazione rete; NIS2 readiness + ISMS Part-IS; SOC managed service; ISO 27001","1","3","3","Y1+","medium-high","2026-05-17","SIEM alerts + ACN threat intel + sector incidents","","Y"
"RSK-SEC-003","Cybersecurity","Ransomware ground segment - servizi PA bloccati + reputazione","Ransomware infection rilevato","2","4","8","YELLOW","Open-High","CISO + IT","Mitigate","Backup offsite 3-2-1; immutable backups; EDR su endpoint; ZTNA su accessi remoti; cyber insurance","1","3","3","Y1+","medium-high","2026-05-17","Ransomware sector trends + EDR alerts","","N"
"RSK-SEC-007","Cybersecurity","Compromissione DOA partner - Phase C dependency su DOA esterna","DOA partner compromised o licenza sospesa","2","4","8","YELLOW","Monitor","CISO + sovereign-strategist","Mitigate","Multi-partner DOA option; due diligence partner cybersecurity; contract clauses continuity","1","3","3","Y5+","medium","2026-05-17","Partner security posture review","","N"
"RSK-SUP-004","Supply Chain","Chip GNC aerospace-grade - Honeywell/Collins concentration + ITAR risk","ITAR application su componenti aerospace-grade per HAPS EU","2","4","8","YELLOW","Open-High","avionics-gnc-engineer + supply-chain","Mitigate","STM (FR-IT) qualification path; engagement Leonardo Elettronica; dual sourcing US+EU","2","3","6","Y3+","medium","2026-05-17","BIS Entity List update + STM/Leonardo capacity","","N"
"RSK-TEC-005","Tecnico","Cybersecurity link C2 - jamming, spoofing GNSS, command injection","Eventi jamming GNSS regione (Mar Ligure ports) o report incidenti UAS via","2","4","8","YELLOW","Open-High","avionics-gnc-engineer + CISO (new)","Mitigate","Frequency hopping (FHSS) + crypto authentication AES-256 + multi-GNSS L1/L5 + dead-reckoning IMU fallback + Lost-Link procedure DAL-C","1","4","4","Y1+ continuous","medium-high","2026-05-17","Report GPS interference EASA bulletin + NOTAM jamming Mediterraneo","","Y"
"RSK-TEC-006","Tecnico/Privacy","Privacy by design fail (DPIA bocciata Garante per sorveglianza territoriale)","Garante Privacy emette provvedimento negativo o richiesta integrazione DPIA","2","4","8","YELLOW","Open-High","data-privacy-counsel + DPO (new)","Mitigate","Edge anonymization (blur on-board obbligatorio); geofence aree residenziali; DPIA preliminare entro M+6; consultazione preventiva Garante","1","3","3","Y1 (M+0 → M+9)","medium-high","2026-05-17","Comunicati Garante AI Act/UAS + precedenti DPIA aerei","","N"
"RSK-TEC-007","Tecnico/Regolatorio","Lost-Link behaviour mismatch SORA OSO #9 - mancata RtB automatica","ENAC in pre-application richiede dimostrazione Lost-Link Profile + RtB testato","2","4","8","YELLOW","Open-High","avionics-gnc-engineer","Mitigate","Lost-Link Profile documentato + Return-to-Base testato in flight test pre-deploy + procedura GS notifica + safety case ARP4761","1","3","3","Y1 (M+6)","medium-high","2026-05-17","Test report RtB + ENAC pre-app feedback","","N"
"RSK-TEC-017","Tecnico","Ground Station single point of failure - GS fissa Pentema unica fonte C2","Power outage o danno infrastruttura GS Pentema durante volo BVLOS","2","4","8","YELLOW","Open-High","vtol-uas-specialist + ops","Mitigate","GS mobile ridondante + UPS GS fissa + SATCOM fallback + procedura RtB Lost-Link","1","3","3","Y1+","high","2026-05-17","Live GS uptime + UPS test mensile","","N"
"RSK-FIN-007","Finanziario","Currency risk - JOUAV CN forniture USD-denominated + EUR weakness","EUR/USD < 0.95 sustained o tariffe import +10%","3","2","6","GREEN","Monitor","financial-cfo + supply-chain","Transfer","Hedging EUR/USD forward per acquisti CapEx; quotation EUR-denominated vendor EU (Tekever, Quantum) come benchmark","2","2","4","Y1","medium","2026-05-17","EUR/USD daily + tariffe USA-CN update","","N"
"RSK-HR-004","Risorse Umane","Formazione team Part-IS ISMS NIS2 - mancanza certificazioni interne","Audit Part-IS rivela formazione team carente","3","2","6","GREEN","Open-Medium","HR + CISO","Mitigate","Training plan certificazioni (ISO 27001 LA, CISM, CISSP); budget formazione 10k EUR/FTE/anno; e-learning piattaforma","2","2","4","Y1+","medium-high","2026-05-17","Training completion rates + certifications obtained","","N"
"RSK-HR-005","Risorse Umane","Diversita team - female engineering ratio < 20% riduce eligibility bandi EU","Bandi EU Gender Equality Plan richiesto e Firmamento non compliant","3","2","6","GREEN","Monitor","HR + CEO","Mitigate","GEP formalizzato; hire diversificato; partnership universita STEM women; mentoring programma","2","2","4","Y1+","medium","2026-05-17","Team composition tracking + GEP compliance","","N"
"RSK-MKT-009","Mercato","Mercato VTOL UAS satura - 50+ vendor commerciali, commoditization pricing","Prezzo medio servizio EO con drone < 5 EUR/ha entro Y3","3","2","6","GREEN","Monitor","business-model","Mitigate","Differenziazione service-only + cooperative + sovranita; bundling value-added analytics; vertical integration use cases SNAI","2","2","4","Y2+","medium-high","2026-05-17","Mercato benchmark drone services IT/EU pricing","","N"
"RSK-MKT-010","Mercato","Cambiamento normativa SNAI - riduzione fondi Aree Interne 2027+","PSNAI 2027+ riduce dotazione fondi aree interne","2","3","6","GREEN","Monitor","snai-funding","Mitigate","Diversificazione cliente PA (PC, Difesa civile, agricoltura); fondi Horizon + INTERREG","2","2","4","Y3+","medium","2026-05-17","DPCM PSNAI publications + budget aree interne","","N"
"RSK-OPS-008","Operativo","Comunita Pentema - contestazioni rumore/privacy/sicurezza limitano accettazione","Reclami formali residenti > 5/anno o petizione","2","3","6","GREEN","Open-Medium","community-engagement + ops","Mitigate","Workshop comunita pre-deploy M+6; canone partecipazione + benefit locali; trasparenza operazioni; finestre orarie","1","2","2","Y1+","medium-high","2026-05-17","Community feedback monitoring + reclami tracking","","N"
"RSK-OPS-010","Operativo","Data pipeline processing latency - target near-real-time vs realta batch","Test pipeline EO data delivery > 1h vs target 15 min","3","2","6","GREEN","Monitor","earth-observation-expert + IT","Mitigate","Edge processing UAV + cloud parallel; ottimizzazione pipeline; SLA realistico con cliente","2","2","4","Y1+","medium-high","2026-05-17","Pipeline latency monitoring + SLA compliance","","N"
"RSK-OPS-011","Operativo","Sicurezza personale - DUVRI ops montane + formazione D.Lgs.81/2008","Audit ASL rivela DUVRI/formazione carente","2","3","6","GREEN","Open-Medium","safety + HR","Mitigate","DUVRI formalizzato M+3; formazione D.Lgs.81 obbligatoria; PPE adeguati; medical surveillance","1","2","2","Y1+","high","2026-05-17","Audit ASL programma + formazione completion","","N"
"RSK-OPS-012","Operativo","Hangar Pentema disponibilita - struttura fisica adeguata non disponibile in loco","Survey M+3 non trova hangar suitable Pentema","2","3","6","GREEN","Open-Medium","ops + community","Mitigate","Survey siti alternativi Torriglia/Casella; container temporaneo; partnership cooperative locali per spazi","1","2","2","Y1","medium-high","2026-05-17","Site survey results + lease negotiations","","N"
"RSK-PRV-001","Privacy/Legale","DPIA blocca casi d'uso sorveglianza territoriale - Garante richiede riduzione scope","DPIA review M+6 da Garante richiede scope reduction","2","3","6","GREEN","Open-Medium","data-privacy-counsel + DPO","Mitigate","Privacy by design fin da concept; edge anonymization; geofence aree residenziali; DPIA consultazione preventiva Garante","1","2","2","Y1","medium-high","2026-05-17","Garante DPIA feedback + provvedimenti settore","","N"
"RSK-PRV-002","Privacy/Legale","Contenzioso privacy individuale - cittadino ricorre vs sorvolo proprieta privata","Ricorso TAR/Garante da cittadino Pentema","2","3","6","GREEN","Open-Medium","data-privacy-counsel + legal","Mitigate+Transfer","Trasparenza operazioni; consenso preventivo proprietari grandi appezzamenti; assicurazione legal protection; mediation community","1","2","2","Y1+","medium","2026-05-17","Reclami tracking + comunicazioni TAR","","N"
"RSK-PRV-004","Privacy/Legale","Contenzioso cooperative - dispute interno governance/revenue sharing","Cooperative member ricorre vs Firmamento o tra loro","2","3","6","GREEN","Monitor","legal + business-model","Mitigate","Accordo cooperativa formalizzato + statuto chiaro; arbitrato Legacoop; comunicazione trasparente","1","2","2","Y1+","medium-high","2026-05-17","Member feedback + assemblea decisions","","N"
"RSK-REG-004","Regolatorio","U-Space transizione 2027 - ENAC procedura USSP italiana non definita","ENAC delay implementazione Reg.UE 2021/664 oltre 2027","3","2","6","GREEN","Monitor","aviation-regulatory","Mitigate","Engagement ENAC U-Space tavolo nazionale; partecipazione D-Flight pilot Pentema; SORA fallback continua","2","2","4","Y2-Y3","medium","2026-05-17","ENAC U-Space roadmap pubblicato + D-Flight expansion","","N"
"RSK-REG-006","Regolatorio","Geographical zones ENAC - Pentema in zona vincolata (parco Antola, ZSC)","Mappa D-Flight aggiornata classifica area Pentema come restricted","2","3","6","GREEN","Monitor","aviation-regulatory","Mitigate","Verifica D-Flight pre-mission; coordinamento Ente Parco Antola; NOTAM dedicato; finestre temporali","1","3","3","Y1+","high","2026-05-17","D-Flight zone update + Ente Parco notice","","N"
"RSK-REG-007","Regolatorio","EASA SORA 2.5 transizione - documentazione SORA pre-existente da aggiornare","ENAC richiede re-submission SORA secondo ED Decision 2025/018/R post Sep 2025","3","2","6","GREEN","Open-Medium","aviation-regulatory","Mitigate","SORA documentation SORA 2.5 compliant fin da prima applicazione; consulenza ENAC pre-app","2","2","4","Y1","medium-high","2026-05-17","EASA AMC update + ENAC circolari implementative","","N"
"RSK-REG-012","Regolatorio","Reg.UE 2019/947 evoluzione - revisione 2027 puo cambiare classificazione SORA","EASA NPA pubblicata con revisione SORA framework","3","2","6","GREEN","Monitor","aviation-regulatory","Mitigate","Monitoring NPA EASA; partecipazione consultation; flessibilita design","2","2","4","Y2-Y3","medium","2026-05-17","EASA NPA calendar + ED Decision pubblicazioni","","N"
"RSK-REG-017","Regolatorio","EUSPA accreditation downstream services - mancato accesso fondi/GOVSATCOM","EUSPA emette guideline che escludono HAPS dai servizi spaziali downstream","2","3","6","GREEN","Monitor","sovereign-strategist","Mitigate","Engagement EUSPA via CASSINI accelerator; workshop downstream services HAPS; mapping intersezione GOVSATCOM","2","2","4","Y3+","medium","2026-05-17","EUSPA workplan pubblicato + CASSINI HAPS call","","N"
"RSK-REG-023","Regolatorio","RoHS (Dir.2011/65/UE) - componenti elettronici cinesi JOUAV potenzialmente non compliant","Audit RoHS BOM rivela componente critico non-RoHS","3","2","6","GREEN","Monitor","systems-engineer + supply-chain","Mitigate","Verifica DoC ogni componente BoM; audit RoHS pre-deployment; sostituzione componenti non-compliant","2","2","4","Y1","medium-high","2026-05-17","BOM audit RoHS quarterly + vendor DoC update","","N"
"RSK-REG-024","Regolatorio","Codice Navigazione R.D. 327/1942 - diritti sorvolo proprieta private + aree militari","Contestazione legale da proprietari o sorvolo area militare non mappata","2","3","6","GREEN","Monitor","regulatory + community + ops","Mitigate","Mappa aree militari/sensibili Liguria; consenso proprietari grandi appezzamenti; NOTAM coordinato; engagement comunita Pentema","1","2","2","Y1+","medium","2026-05-17","Mappa NOTAM/restricted aggiornata + community feedback","","N"
"RSK-REG-028","Regolatorio","Galileo PRS - dual-use civile-difesa Phase B richiede CASD/Difesa authorization","Phase B 6B dichiara dual-use; CASD richiede clearance personale + tecnologia","2","3","6","GREEN","Monitor","sovereign-strategist + CASD","Mitigate","Y1 usare GNSS standard L1/L5 + Galileo open service + anti-spoofing software-based; engagement CASD solo se dual-use Fase 3+","1","2","2","Y3+","medium","2026-05-17","Phase B scope clearance + CASD engagement plan","","N"
"RSK-REP-002","Reputazionale","Contestazioni comunita Pentema - copertura locale negativa + petizione","Petizione comunita formalmente presentata o coverage giornalismo locale negativo","2","3","6","GREEN","Open-Medium","community-engagement + CEO","Mitigate","Engagement comunita continuo + benefit locali; mediazione Comune Torriglia + ENTE Parco; community advisory board","1","2","2","Y1+","medium-high","2026-05-17","Community sentiment tracking + media monitoring locale","","N"
"RSK-REP-003","Reputazionale","Controversie cooperative - conflitto interno reputation rete Legacoop","Cooperative member exit pubblico con motivazioni negative","2","3","6","GREEN","Monitor","business-model + Legacoop","Mitigate","Trasparenza governance; mediazione Legacoop; comunicazione one-voice","1","2","2","Y1+","medium","2026-05-17","Member feedback + Legacoop communications","","N"
"RSK-SEC-005","Cybersecurity","Insider threat - dipendente o cooperative member compromette dati o operations","Anomaly access pattern o data exfiltration interno","2","3","6","GREEN","Monitor","CISO + HR","Mitigate","RBAC + least privilege; DLP solution; background check personale critico; offboarding procedure","1","2","2","Y1+","medium","2026-05-17","User behavior analytics + access pattern monitoring","","N"
"RSK-SEC-006","Cybersecurity","DDoS service link HAPS - degradazione servizi NTN/EO downlink","DDoS pattern detected su gateway Ka-band o cloud endpoint","2","3","6","GREEN","Monitor","CISO + telecom-ntn","Mitigate","DDoS protection upstream provider (Cloudflare, Akamai); rate limiting; geo-blocking","1","2","2","Y3+","medium-high","2026-05-17","Traffic anomaly detection","","N"
"RSK-SUP-005","Supply Chain","FPGA radhard DAL-B - Microchip RTPolarFire single source EU acquisable","Microchip allocation military priority o delay > 12 mesi","2","3","6","GREEN","Monitor","avionics-gnc-engineer + supply-chain","Mitigate","Xilinx Versal AI Edge alternative; stock buffer 24 mesi; design flessibile FPGA-vendor agnostic","2","2","4","Y3+","medium","2026-05-17","Microchip lead times + Xilinx alternative qualification","","N"
"RSK-SUP-006","Supply Chain","Materiali compositi CFRP - Toray (JP) + Hexcel (FR-US) supplier concentration","Disruption shipping Asia-EU o ITAR Hexcel US-derived","2","3","6","GREEN","Monitor","aero-structures-engineer + supply-chain","Mitigate","Solvay (BE) qualification + Italian carbon producers (Mapei, Saati) + stock 12 mesi","2","2","4","Y3+","medium","2026-05-17","Shipping rates + Solvay/Mapei capacity","","N"
"RSK-SUP-007","Supply Chain","Lino fibra Italia - capacita produzione artigianale, lead time variabile","Produttore lino IT incapace fornire qualita aeronautica certificata","3","2","6","GREEN","Monitor","aero-structures-engineer + supply-chain","Mitigate","Multi-vendor lino IT (Linificio Canapificio Nazionale, Biogear partner); test qualifica panel; backup vendor BE/NL","2","2","4","Y3+","medium","2026-05-17","Lino vendor capacity + qualifica test results","","N"
"RSK-TEC-009","Tecnico","Materiali compositi - delaminazione/fatica lino in strutture secondarie (cicli umidita)","Test panel POLIMI/POLITO mostra degradazione > soglia dopo 1000h ciclica umido","3","2","6","GREEN","Open-Medium","aero-structures-engineer","Mitigate","Lino solo in strutture secondarie con coating idrorepellente; longherone primario CFRP; LCA + qualification path posticipato","2","2","4","Y3-Y4","medium","2026-05-17","Pubblicazioni Pinato/Biogear test cicli umidi + qualification panel internal","","N"
"RSK-TEC-011","Tecnico","Solar cell degradation in stratosfera - UV + thermal cycling ridotta efficienza GaAs","Test cell exposure stratosferico (Sahara HALE program) mostra > 5%/year degradation","2","3","6","GREEN","Monitor","propulsion-energy-engineer","Mitigate","Margine design 30% su energy budget; cell qualification per ambiente stratosferico; vendor Spectrolab/Azur Space datasheet flight heritage","2","2","4","Y4+","medium","2026-05-17","Vendor flight heritage data + EuroHAPS testbed reports","","N"
"RSK-TEC-013","Tecnico","Link budget HAPS service link rain fade - storm scenario 1% time supera margin","Simulazione ITU-R P.618-14 stormy day worst-case mostra margin < 6 dB","2","3","6","GREEN","Monitor","telecom-ntn-payload-expert","Mitigate","Adaptive coding modulation (ACM) + site diversity gateway Ka-band + buffer queue + scheduled re-transmission","1","2","2","Y4+","high","2026-05-17","Live link metrics post test integrato","","N"
"RSK-SEC-002","Cybersecurity","Hijacking C2 link UAV BVLOS - takeover malicious operator","Anomalia command pattern detected su FCS","1","5","5","GREEN","Open-High","CISO + avionics-gnc-engineer","Mitigate","Crypto authentication AES-256 + mutual TLS; rolling keys; flight termination automatica su anomaly; air-gap FCS critical","1","4","4","Y1+","medium-high","2026-05-17","FCS anomaly detection + sector threat reports","","N"
"RSK-FIN-002","Finanziario","Mancato grant Coopfond Cooding (50k EUR seed)","Coopfond non finanzia Firmamento entro M+6","2","2","4","GREEN","Open-Medium","financial-cfo + snai-funding","Accept","Alternative funding (FESR Liguria, bandi tematici Horizon, equity seed); bridge financing founder","2","2","4","Y0","medium-high","2026-05-17","Coopfond decisione + alternative grant calendar","","N"
"RSK-REG-011","Regolatorio","VIA (Valutazione Impatto Ambientale) Pentema - hangar + GS in area protetta","ARPA Liguria richiede VIA per infrastruttura ground HALE","2","2","4","GREEN","Monitor","environmental + ops","Mitigate","VIA preliminare M+6; coordinamento con Ente Parco Antola; design infrastruttura minimale + reversibile","1","2","2","Y1","medium-high","2026-05-17","ARPA notice + Ente Parco feedback","","N"
